028825;HBS_EU;01;03;10;02;10;;;;
305633;HBS_EU;01;03;10;02;10;;;;
305632;HBS_EU;01;03;10;02;10;;;;
619995;HBS_EU;01;03;10;02;10;;;;
B04747;HBS_EU;01;03;10;02;10;;;;
B04752;HBS_EU;01;03;10;02;10;;;;
B04755;HBS_EU;01;03;10;02;10;;;;
D84146;HBS_EU;01;03;10;02;10;;;;
D84215;HBS_EU;01;03;10;02;10;;;;
D84487;HBS_EU;01;03;10;02;10;;;;
D84485;HBS_EU;01;03;10;02;10;;;;
D87342;HBS_EU;01;03;10;02;10;;;;
D84705;HBS_EU;01;03;10;02;10;;;;
D84701;HBS_EU;01;03;10;02;10;;;;
D84706;HBS_EU;01;03;10;02;10;;;;
D84491;HBS_EU;01;03;10;02;10;;;;
D84492;HBS_EU;01;03;10;02;10;;;;
F32229;HBS_EU;01;03;10;02;10;;;;
D87349;HBS_EU;01;03;10;02;10;;;;
F39823;HBS_EU;01;03;10;02;10;;;;
F39825;HBS_EU;01;03;10;02;10;;;;
D84709;HBS_EU;01;03;10;02;10;;;;
F39850;HBS_EU;01;03;10;02;10;;;;
F39849;HBS_EU;01;03;10;02;10;;;;
F39837;HBS_EU;01;03;10;02;10;;;;
F39846;HBS_EU;01;03;10;02;10;;;;
F39859;HBS_EU;01;03;10;02;10;;;;
F48006;HBS_EU;01;03;10;02;10;;;;
F41033;HBS_EU;01;03;10;02;10;;;;
F48017;HBS_EU;01;03;10;02;10;;;;
F48009;HBS_EU;01;03;10;02;10;;;;
F48041;HBS_EU;01;03;10;02;10;;;;
F48049;HBS_EU;01;03;10;02;10;;;;
F80826;HBS_EU;01;03;10;02;10;;;;
F80850;HBS_EU;01;03;10;02;10;;;;
F83319;HBS_EU;01;03;10;02;10;;;;
F83333;HBS_EU;01;03;10;02;10;;;;
F83350;HBS_EU;01;03;10;02;10;;;;
F83353;HBS_EU;01;03;10;02;10;;;;
F89105;HBS_EU;01;03;10;02;10;;;;
F40979;HBS_EU;01;03;10;02;10;;;;
F46255;HBS_EU;01;03;10;02;10;;;;
F78053;HBS_EU;01;03;10;02;10;;;;
G70048;HBS_EU;01;03;10;02;10;;;;
G70041;HBS_EU;01;03;10;02;10;;;;
G71248;HBS_EU;01;03;10;02;10;;;;
G68198;HBS_EU;01;03;10;02;10;;;;
G69843;HBS_EU;01;03;10;02;10;;;;
G71261;HBS_EU;01;03;10;02;10;;;;
G71228;HBS_EU;01;03;10;02;10;;;;
G73961;HBS_EU;01;03;10;02;10;;;;
G82316;HBS_EU;01;03;10;02;10;;;;
G76389;HBS_EU;01;03;10;02;10;;;;
G75116;HBS_EU;01;03;10;02;10;;;;
G75114;HBS_EU;01;03;10;02;10;;;;
G82321;HBS_EU;01;03;10;02;10;;;;
G82329;HBS_EU;01;03;10;02;10;;;;
G82331;HBS_EU;01;03;10;02;10;;;;
G85161;HBS_EU;01;03;10;02;10;;;;
G92011;HBS_EU;01;03;10;02;10;;;;
G96428;HBS_EU;01;03;10;02;10;;;;
G92769;HBS_EU;01;03;10;02;10;;;;
G96982;HBS_EU;01;03;10;02;10;;;;
O59473;HBS_EU;01;03;10;02;10;;;;
P00707;HBS_EU;01;03;10;02;10;;;;
O59505;HBS_EU;01;03;10;02;10;;;;
P95274;HBS_EU;01;03;10;02;10;;;;
P95277;HBS_EU;01;03;10;02;10;;;;
V13837;HBS_EU;01;03;10;02;10;;;;
Q33839;HBS_EU;01;03;10;02;10;;;;
V13877;HBS_EU;01;03;10;02;10;;;;
G90263;HBS_EU;01;03;10;02;10;;;;
X12866;HBS_EU;01;03;10;02;10;;;;
X12911;HBS_EU;01;03;10;02;10;;;;
X12932;HBS_EU;01;03;10;02;10;;;;
X12942;HBS_EU;01;03;10;02;10;;;;
X12941;HBS_EU;01;03;10;02;10;;;;
X12935;HBS_EU;01;03;10;02;10;;;;
X13112;HBS_EU;01;03;10;02;10;;;;
X13129;HBS_EU;01;03;10;02;10;;;;
X13150;HBS_EU;01;03;10;02;10;;;;
X13205;HBS_EU;01;03;10;02;10;;;;
X13419;HBS_EU;01;03;10;02;10;;;;
X13583;HBS_EU;01;03;10;02;10;;;;
X13517;HBS_EU;01;03;10;02;10;;;;
X13171;HBS_EU;01;03;10;02;10;;;;
X13585;HBS_EU;01;03;10;02;10;;;;
X13649;HBS_EU;01;03;10;02;10;;;;
X13718;HBS_EU;01;03;10;02;10;;;;
X13776;HBS_EU;01;03;10;02;10;;;;
X13715;HBS_EU;01;03;10;02;10;;;;
X13845;HBS_EU;01;03;10;02;10;;;;
X13801;HBS_EU;01;03;10;02;10;;;;
X13848;HBS_EU;01;03;10;02;10;;;;
X13865;HBS_EU;01;03;10;02;10;;;;
X13853;HBS_EU;01;03;10;02;10;;;;
X34265;HBS_EU;01;03;10;02;10;;;;
X34266;HBS_EU;01;03;10;02;10;;;;
X34274;HBS_EU;01;03;10;02;10;;;;
X34271;HBS_EU;01;03;10;02;10;;;;
X34283;HBS_EU;01;03;10;02;10;;;;
X34278;HBS_EU;01;03;10;02;10;;;;
X34276;HBS_EU;01;03;10;02;10;;;;
X34284;HBS_EU;01;03;10;02;10;;;;
X56317;HBS_EU;01;03;10;02;10;;;;
Z09895;HBS_EU;01;03;10;02;10;;;;
Z19106;HBS_EU;01;03;10;02;10;;;;
Z11185;HBS_EU;01;03;10;02;10;;;;
Z11437;HBS_EU;01;03;10;02;10;;;;
Z25554;HBS_EU;01;03;10;02;10;;;;
Z26008;HBS_EU;01;03;10;02;10;;;;
Z19115;HBS_EU;01;03;10;02;10;;;;
Z25524;HBS_EU;01;03;10;02;10;;;;
Z35948;HBS_EU;01;03;10;02;10;;;;
G71223;HBS_EU;01;03;10;02;10;;;;
Q08822;HBS_EU;01;03;10;02;10;;;;
Q14236;HBS_EU;01;03;10;02;10;;;;
Q21989;HBS_EU;01;03;10;02;10;;;;
V86893;HBS_EU;01;03;10;02;10;;;;
V86897;HBS_EU;01;03;10;02;10;;;;
Z59343;HBS_EU;01;03;10;02;10;;;;
401817;HBS_EU;01;03;10;02;10;;;;
D66120;HBS_EU;01;03;10;02;10;;;;
D81839;HBS_EU;01;03;10;02;10;;;;
F32225;HBS_EU;01;03;10;02;10;;;;
F39832;HBS_EU;01;03;10;02;10;;;;
F39830;HBS_EU;01;03;10;02;10;;;;
F39829;HBS_EU;01;03;10;02;10;;;;
F40617;HBS_EU;01;03;10;02;10;;;;
F77252;HBS_EU;01;03;10;02;10;;;;
F77258;HBS_EU;01;03;10;02;10;;;;
F78681;HBS_EU;01;03;10;02;10;;;;
F78684;HBS_EU;01;03;10;02;10;;;;
F83890;HBS_EU;01;03;10;02;10;;;;
F90326;HBS_EU;01;03;10;02;10;;;;
G79096;HBS_EU;01;03;10;02;10;;;;
G87591;HBS_EU;01;03;10;02;10;;;;
G87592;HBS_EU;01;03;10;02;10;;;;
G85186;HBS_EU;01;03;10;02;10;;;;
G92766;HBS_EU;01;03;10;02;10;;;;
G92763;HBS_EU;01;03;10;02;10;;;;
G92777;HBS_EU;01;03;10;02;10;;;;
M22922;HBS_EU;01;03;10;02;10;;;;
Z17170;HBS_EU;01;03;10;02;10;;;;
